	GFP1	GFP2	GFP3	GFP4	GFP5	GFP6	GFP7	GFP8	GFP9	GFP10	GFP11
ADAM7	-0.200467552	-0.226121557	-0.183967425	-0.208092633	-0.221279189	-0.155439739	-0.205594679	-0.121306813	-0.208970763	-0.190587526	-0.22540222
ADAM8	0.345927242	0.353345534	0.472256667	0.321026852	0.46069601	0.467520969	0.334645391	0.213909132	0.25859779	0.335448328	0.324555195
ADAM9	2.197018405	2.124677658	2.220261461	2.219414194	2.221013301	2.218277815	2.298649708	2.286438161	2.400326815	2.406469849	2.399837534
ADAMDEC1	-0.173168252	-0.211941622	-0.270530992	-0.229275825	-0.199703572	-0.200501518	-0.224164289	-0.187317098	-0.271155608	-0.202159234	-0.27232906
ADAMTS1	2.69261029	2.806339979	2.780736076	2.812846489	2.710220575	2.945938587	2.796200063	2.792544895	2.605865611	3.031219244	2.913573729
ADAMTS12	-0.270463063	-0.298742538	-0.228339463	-0.296586527	-0.327463884	-0.245526536	-0.289721374	-0.207581542	-0.241362081	-0.292993012	-0.287397169
ADAMTS13	-0.061554032	0.029850782	0.101013957	0.097987507	0.128229209	0.126454214	0.092563473	-0.069936465	0.059144581	-0.005992122	0.009264614
ADAMTS2	-0.086272556	-0.126252177	-0.10713668	-0.151633222	-0.061765262	-0.107239189	-0.10193966	-0.121700389	-0.12130751	-0.089969105	-0.101801832
ADAMTS3	-0.04277585	-0.095003396	-0.119702571	-0.031616844	-0.052984022	-0.085738792	-0.056374383	-0.087599912	-0.076568269	-0.05533658	-0.035991433
ADAMTS5	1.279946725	1.338550932	1.18971473	1.426251276	1.449192007	1.272681955	1.268076162	0.902583586	1.052099033	1.232375304	1.331685477
ADAMTS6	0.456668744	0.586768647	0.566659788	0.491747389	0.740857562	0.712430914	0.479053189	0.41912213	0.502029747	0.577904542	0.688845575
ADAMTS8	-0.189584454	-0.129642375	-0.139979858	-0.137806835	-0.134508005	-0.111502828	-0.15553146	-0.125996585	-0.120320985	-0.168254659	-0.152139965
ADAMTSL2	-0.162208097	-0.120332798	-0.076916668	-0.06020543	-0.091830953	-0.1247459	-0.093411902	-0.170979362	-0.165225918	-0.150938676	-0.086088595
ADAMTSL3	-0.208319755	-0.247332573	-0.205713875	-0.174161923	-0.224127682	-0.155961593	-0.16309593	-0.172671093	-0.201699024	-0.238686241	-0.184892955
ADAP1	0.229439412	0.209763515	0.191115374	0.229121156	0.187615194	0.208315866	0.189131686	0.165053596	0.233639387	0.165574825	0.279883107
ADAP2	-0.040236898	-0.038405933	-0.061749771	-0.161370969	-0.064825251	-0.078065542	-0.104706618	-0.064926326	-0.103571546	-0.128206117	-0.071176656
ADAR	1.849796732	1.897286839	1.939006818	1.689396593	1.800102684	1.767944853	1.828035156	1.875968668	1.726470947	1.798493471	1.803040266
ADARB1	0.267722333	0.262732337	0.276593649	0.278290728	0.32045079	0.212459966	0.258222114	0.221409222	0.238170917	0.261072042	0.372132674
ADARB2	-0.179635687	-0.183227065	-0.178753887	-0.264174773	-0.19726624	-0.24722953	-0.175969747	-0.159799692	-0.282555027	-0.357087434	-0.223570735
ADAT1	0.222272891	0.169011903	0.240530095	0.183866812	0.223528873	0.219296256	0.19697469	0.261800261	0.18253491	0.252753757	0.26287272
ADCK2	0.213713572	0.174973555	0.199149331	0.161981131	0.232418007	0.265504257	0.207082414	0.150796236	0.134076736	0.136321275	0.17540242
ADCK3	0.268979138	0.211473238	0.216050872	0.119472674	0.195483255	0.114087983	0.204619298	0.164450265	0.153980757	0.124771058	0.156100137
ADCY1	-0.213044151	-0.210092828	-0.226388122	-0.238015274	-0.145220996	-0.174528546	-0.177692722	-0.234313315	-0.248181889	-0.31289952	-0.258479183
ADCY10	-0.152926667	-0.156975411	-0.175162014	-0.187666425	-0.121565024	-0.157307549	-0.158812727	-0.12557169	-0.213871802	-0.134212115	-0.13588712
ADCY2	-0.166738517	-0.14338137	-0.173941791	-0.129659164	-0.178176984	-0.138086718	-0.15363252	-0.169945334	-0.1828138	-0.153675203	-0.193470603
ADCY3	0.239953725	0.234968664	0.262915595	0.353955107	0.333305048	0.415189114	0.250891862	0.162037815	0.159175311	0.18501164	0.289471888
ADCY6	0.459530431	0.468995143	0.609100425	0.652251848	0.535316073	0.523252812	0.51538938	0.326358604	0.391953012	0.415867003	0.535955371
ADCY7	0.283999975	0.311934934	0.431602661	0.265378136	0.426008547	0.311509404	0.290961458	0.215775994	0.351524687	0.326465071	0.440994671
ADCY8	-0.036894095	-0.060924192	-0.073686287	-0.051303189	-0.107349096	-0.100474197	-0.024318613	-0.072258868	0.012739093	-0.058634073	-0.122351207
ADCY9	0.892139723	0.736577972	0.888918467	0.920287784	0.850571622	0.868211757	0.872724146	0.69545429	0.693253612	0.704798927	0.816199451
ADCYAP1	-0.085325281	-0.188953503	-0.121696214	-0.051747934	-0.079066215	-0.119803782	-0.152825346	-0.148502145	-0.168274685	-0.186545756	-0.150379336
ADCYAP1R1	-0.212103854	-0.265152594	-0.122262214	-0.152880134	-0.168804415	-0.183863553	-0.203203218	-0.098957283	-0.235388547	-0.228598563	-0.228004756
ADD1	0.761806222	0.778724849	0.701042042	0.674489656	0.796919193	0.630188505	0.723973968	0.606339986	0.59145858	0.529441135	0.655680467
ADD2	-0.093933128	-0.074790682	-0.058811215	-0.095227738	-0.083218769	-0.104121674	-0.065891179	-0.049871548	-0.106928788	-0.052892334	-0.071009504
ADD3	0.774967715	0.72890364	0.747240115	0.687414992	0.708808637	0.672453877	0.696114909	0.71104059	0.720328231	0.603175732	0.780010165
ADH1A	-0.105740824	-0.093871849	-0.072536552	-0.091735408	-0.143077741	-0.084187351	-0.130368735	-0.106402762	-0.121805662	-0.188318516	-0.181326441
ADH1B	-0.208736501	-0.220460142	-0.22794991	-0.2241794	-0.129651796	-0.226113117	-0.174014906	-0.288179389	-0.251722056	-0.315745302	-0.237442135
ADH1C	-0.179372657	-0.17407662	-0.268734763	-0.091445076	-0.195532398	-0.181781245	-0.184382061	-0.312686225	-0.305221439	-0.223658931	-0.291344292
ADH5	1.68207052	1.733078873	1.684823564	1.683439674	1.6331423	1.666339966	1.754572743	1.736745877	1.87630286	1.915450655	1.807285091
ADH6	-0.14866139	-0.117367169	-0.153038579	-0.148345999	-0.174866278	-0.169368983	-0.135607384	-0.135274991	-0.13847999	-0.160541987	-0.13430791
ADH7	-0.144940192	-0.136689602	-0.148986492	-0.182442346	-0.151225782	-0.150947431	-0.113302212	-0.085645631	-0.14695757	-0.2318701	-0.099851382
ADI1	0.437258384	0.400887134	0.38887218	0.296564368	0.285367138	0.386226335	0.368784886	0.296855002	0.375925654	0.424656646	0.426931027
ADIPOQ	-0.203102247	-0.150670542	-0.205308609	-0.266361449	-0.255359599	-0.201479901	-0.15770559	-0.178663179	-0.258165648	-0.178736682	-0.132286441
ADIPOR1	1.302301245	1.250885029	1.178258956	1.292707443	1.232514892	1.199351571	1.356837349	1.319326256	1.219190606	1.192937025	1.223972691
ADIPOR2	1.111173908	1.100630721	0.828428088	1.214702818	1.066847503	1.054088063	1.202828718	1.240166373	1.249548336	1.176935871	1.237791947
ADK	1.17652603	1.150151268	1.038702061	1.019462753	1.003929373	1.105683756	1.155111889	1.214747678	1.251268522	1.099208474	1.1114708
ADM	1.99690532	1.774491623	1.900254203	1.809008125	1.662339191	1.975529912	2.025497036	1.878949553	1.846549279	1.737212456	1.768177465
ADM2	-0.033897965	-0.091733965	-0.029560292	0.046759495	-0.011052583	-0.045408736	0.034883597	0.036240012	-0.041699431	-0.017924486	-0.030075567
ADNP	1.294859131	1.422863033	1.380892237	1.318367402	1.40599378	1.351291378	1.329486449	1.348487602	1.398868773	1.25995789	1.547087378
ADNP2	0.458761044	0.5304223	0.417114651	0.455487891	0.527658123	0.40222553	0.488948556	0.52022953	0.43676625	0.470858867	0.589950267
ADO	0.581048584	0.561105617	0.465803522	0.55532121	0.548634258	0.441263103	0.530010127	0.490127232	0.541005395	0.485667094	0.594455994
ADORA1	-0.120048784	-0.093818045	-0.0924133	-0.140148895	-0.136384602	-0.092486239	-0.16943089	-0.087756585	-0.091011391	-0.123460235	-0.105609025
ADORA2A	-0.190813609	-0.203167063	-0.133326759	-0.120077227	-0.172028862	-0.184832167	-0.178262181	-0.160078979	-0.180816145	-0.168847627	-0.241029615
ADORA2B	1.854183555	1.912711117	1.661376185	1.844092753	1.845152153	1.897405678	1.937138253	1.856145197	1.874144382	1.691150082	1.869531009
ADORA3	-0.104303916	-0.096348429	-0.13839621	-0.090463177	-0.143539373	-0.152650406	-0.131827906	-0.128983846	-0.158532743	-0.210806223	-0.169643872
ADPGK	0.881070168	0.952357089	0.917380205	0.87617903	1.060761887	0.921348098	0.936113015	0.85917492	0.859525445	0.916570935	1.055944159
ADPRH	-0.142047093	-0.11882832	-0.164278929	-0.143286939	-0.165405604	-0.125275746	-0.178945557	-0.114200183	-0.193518078	-0.219102986	-0.157463151
ADRA1A	-0.128221113	-0.131580282	-0.14599261	-0.115208675	-0.136480114	-0.139279363	-0.155859661	-0.085370618	-0.178459684	-0.170838587	-0.157898619
ADRA1B	-0.089984717	0.117433919	0.033734061	-0.108786813	-0.023440576	-0.030264068	0.004269426	-0.197820919	-0.037059901	-0.193114562	-0.073924004
ADRA1D	-0.116607573	-0.14788873	-0.152188166	-0.142113619	-0.081926206	-0.131296652	-0.116642078	-0.164648267	-0.150613605	-0.086912836	-0.137518408
ADRA2A	-0.220975553	-0.304488719	-0.31733271	-0.20516579	-0.248200723	-0.220152258	-0.212077906	-0.295677698	-0.334945569	-0.280516429	-0.266237467
ADRA2B	-0.198588024	-0.152675795	-0.227635063	-0.23889361	-0.110480745	-0.201948843	-0.185860878	-0.127676483	-0.096583192	-0.053853887	-0.138312994
ADRA2C	0.025581667	-0.04533694	0.017618609	-0.023648342	-0.012001514	-0.075056022	-0.036419616	-0.006700364	-0.016723511	-0.046092964	-0.037372987
ADRB1	-0.244431534	-0.01614177	-0.266558163	-0.182749075	-0.1631019	-0.176949782	-0.191781902	-0.12678513	-0.18075911	-0.173271752	-0.202079026
ADRB2	0.438761625	0.249241631	0.254642379	0.579483503	0.355434225	0.373101311	0.429185141	0.308432986	0.28672967	0.458509783	0.350236736
ADRB3	-0.016663728	-0.002639993	-0.04690226	-0.020439175	0.00528477	-0.034232432	-0.022955434	0.009544008	-0.051381348	0.016710547	-0.055735912
ADRBK1	0.423611313	0.398635754	0.356914212	0.392250319	0.451650932	0.35141109	0.303517917	0.249115575	0.150712807	0.227998129	0.300781169
ADRBK2	0.000269339	-0.009321217	0.033957481	0.0029774	0.000177046	0.003767238	0.030652233	-0.054414032	-0.028655518	-0.069407035	0.013083191
ADRM1	1.452536989	1.260319308	1.202973865	1.378920808	1.338842779	1.298698299	1.281831172	1.39130488	1.250500366	1.201990031	1.280739531
ADSL	1.1891997	1.220623061	1.111734069	1.170222897	1.209040317	1.144044658	1.189134825	1.214846453	1.151535494	1.110614159	1.203137957
ADSS	0.433497949	0.464858027	0.466977052	0.458919567	0.561446286	0.497280906	0.539982542	0.4220691	0.543613965	0.62128216	0.681390135
AEBP1	-0.084131782	0.097012825	-0.004568978	0.03519545	-0.061679845	-0.011872441	0.03011295	-0.056306324	-0.060333164	-0.023675949	0.061377035
AEN	0.252399691	0.221701112	0.28976739	0.374069829	0.302212004	0.317475025	0.276060439	0.336577675	0.21396342	0.391210277	0.328247998
AES	0.734437274	0.730849549	0.734319116	0.636522915	0.747880376	0.609707685	0.648778084	0.596441368	0.619278995	0.605412891	0.737646221
AFAP1	0.403505329	0.383039638	0.360630457	0.41868948	0.364231447	0.395479509	0.374990602	0.413257866	0.339546115	0.378920093	0.565043142
AFF1	-0.000507067	-0.03323428	-0.017155799	0.015483014	0.01022907	-0.038810989	-0.095405005	-0.073643993	-0.054306	-0.088713771	0.004507076
AFF2	-0.188998509	-0.154504222	-0.196406576	-0.207503896	-0.21308367	-0.206624097	-0.221513424	-0.236443252	-0.175101062	-0.1740885	-0.180411335
AFF3	-0.16918972	-0.166306937	-0.198120841	-0.184863827	-0.199828992	-0.17020217	-0.169310165	-0.146658657	-0.170413778	-0.14690115	-0.163490506
AFF4	0.106023949	0.323998684	0.076439247	0.138097729	0.10652883	0.157814072	0.116300637	0.159785581	0.113647403	0.070070729	0.181246077
AFG3L2	0.308223203	0.293679357	0.234700886	0.266517067	0.178863017	0.223139827	0.237365682	0.26828557	0.241726919	0.255543924	0.297816524
AFM	-0.292728925	-0.18413256	-0.303858696	-0.230606354	-0.225610957	-0.211103293	-0.26087375	-0.239935801	-0.271565017	-0.324242679	-0.218323537
AFP	-0.214104559	-0.188614755	-0.305234514	-0.201665494	-0.178473032	-0.222719038	-0.227805924	-0.244765678	-0.220338908	-0.327147964	-0.267121074
AFTPH	1.337556042	1.28013137	1.33074405	1.161093339	1.318933301	1.290558256	1.344969064	1.401589014	1.398095943	1.188728623	1.324161492
AGA	0.715603058	0.80126686	0.702290048	0.720632525	0.764874357	0.8055255	0.823216303	0.779224217	0.811322265	0.82659258	0.908388013
AGAP1	0.290998485	0.25235771	0.273113226	0.287631093	0.215193247	0.196272583	0.158056103	0.122739977	0.161064012	0.157013184	0.171622607
AGAP2	-0.13408906	-0.119222464	-0.152995603	-0.143818626	-0.173755157	-0.158980182	-0.103484668	-0.116951913	-0.091333679	-0.138504335	-0.120210288
AGBL2	-0.212258359	-0.157153624	-0.089243077	-0.202335558	-0.146218813	-0.17738656	-0.151288673	-0.071878944	-0.118971656	-0.269930485	-0.154129006
AGBL5	0.234456884	0.248542355	0.169885756	0.130110269	0.249228542	0.170997634	0.163195965	0.230070636	0.166396388	0.155923287	0.281852716
AGER	-0.169692248	-0.105596137	-0.085255731	-0.118721552	-0.084874231	-0.089479109	-0.145627454	-0.161568642	-0.098042797	-0.125056739	-0.089633672
AGFG1	0.694612093	0.695169078	0.680253982	0.696300697	0.682694526	0.690056056	0.695834531	0.717330989	0.729717414	0.671708379	0.857345888
AGFG2	-0.145553194	-0.151761901	-0.172738398	-0.162274677	-0.175158983	-0.126537664	-0.127128913	-0.186171537	-0.184140749	-0.180473515	-0.196745378
AGGF1	0.511592664	0.510854559	0.486320846	0.501156705	0.530004686	0.46492759	0.467052038	0.466335318	0.484473616	0.423096466	0.572011365
AGK	0.620803171	0.587174781	0.638263686	0.603216047	0.617239666	0.611909963	0.637316777	0.544550286	0.557343945	0.571479359	0.660942755
AGL	0.576029132	0.444402052	0.623820088	0.565421611	0.499844839	0.557452636	0.586472184	0.495845103	0.516366452	0.449728727	0.644439025
AGPAT1	0.382939325	0.325391835	0.294344137	0.261468195	0.363597572	0.24724757	0.352450983	0.193023727	0.154659891	0.084643996	0.253057735
AGPAT2	0.636746065	0.824774106	0.369622798	0.478961429	0.622250725	0.530222473	0.605611321	0.627443016	0.683748684	0.524003941	0.829290346
AGPAT3	0.169523997	0.132430033	0.098481492	0.109814551	0.151717999	0.210484182	0.11145537	-0.005395763	0.023336206	0.001197532	0.026541069
AGPAT4	0.254881628	0.290488571	0.293326262	0.313262304	0.295381258	0.268110453	0.336132668	0.182782081	0.201381719	0.106875023	0.246804263
AGPAT5	1.391921895	1.316895819	1.214255875	1.461877206	1.364033116	1.342290336	1.402696445	1.415817102	1.387790819	1.474938643	1.462378878
AGPS	0.310047255	0.509932399	0.392128593	0.310156206	0.390769901	0.39900552	0.3898893	0.379831906	0.380814158	0.379815881	0.468669538
AGR2	-0.056459161	-0.107521216	-0.029947383	-0.193418646	-0.203227023	-0.191541196	-0.124890736	-0.134007443	-0.110051756	-0.298985462	-0.157515417
AGRN	1.131890907	1.127593126	1.348434116	1.214158424	1.347676763	1.305185654	1.157086303	1.002089056	1.105313664	1.135547516	1.190519578
AGRP	-0.359527081	-0.32857844	-0.250339467	-0.171072565	-0.252119786	-0.237381709	-0.239355497	-0.249762338	-0.332969506	-0.401367327	-0.242246846
AGT	-0.219521265	-0.158414658	-0.208947353	-0.203344496	-0.092815775	-0.12319404	-0.152028464	-0.227099037	-0.209267339	-0.259650442	-0.205682917
AGTPBP1	0.211591858	0.143484081	0.247967736	0.261210279	0.303477191	0.215899996	0.236933411	0.259233739	0.21620394	0.251251525	0.361557811
AGTR1	-0.201555898	-0.175103139	-0.178482823	-0.175454905	-0.168455833	-0.161403378	-0.194626869	-0.245607456	-0.155998501	-0.208359173	-0.215879528
AGTR2	-0.202241772	-0.210801563	-0.176281588	-0.218592297	-0.221734079	-0.155696668	-0.186977985	-0.21696794	-0.165294516	-0.156646666	-0.197322034
AGXT	-0.210933285	-0.221895081	-0.245872426	-0.199268724	-0.25211058	-0.190682594	-0.194530743	-0.148130321	-0.220032843	-0.245095808	-0.2335612
AGXT2L1	-0.271126047	-0.270617166	-0.293273058	-0.328642472	-0.256511026	-0.244183518	-0.297964866	-0.225107927	-0.262934892	-0.317687782	-0.205757148
AHCTF1	0.693425799	0.853589723	0.648299068	0.744299327	0.729570389	0.655532459	0.853859772	0.784518766	0.689390406	0.677880323	0.923573772
AHCY	1.100980014	1.113292088	1.017298584	1.133310025	1.132774244	1.090548615	1.099750588	1.109191795	1.101250748	1.111974552	1.112951249
AHCYL1	1.169742174	1.149068461	1.187519451	1.166765943	1.160922448	1.050232105	1.170295317	1.119782506	1.035675365	1.00418673	1.162415339
AHCYL2	0.144696568	0.218799713	0.198278616	0.154908363	0.19856352	0.113913344	0.160446184	0.168353168	0.249361299	0.129906097	0.22470269
AHDC1	0.483506729	0.55317814	0.519390027	0.430925537	0.622782999	0.346612838	0.492762872	0.263292405	0.147125601	0.083012477	0.357308416
AHI1	0.014835067	0.013195232	0.092751011	0.061695028	0.010644865	0.047798815	0.019588236	0.029190822	0.019313957	-0.029492293	0.080254741
AHNAK	1.478972783	1.549856689	1.623938979	1.6675476	1.600763396	1.534986875	1.616420738	1.477630358	1.645350063	1.593200774	1.665428584
AHNAK2	2.112330543	2.321373648	2.316339559	2.035299646	2.381014387	2.113171405	2.069679697	2.013616562	2.012146426	2.039515813	2.21291995
AHR	1.602106218	1.668665104	1.545259566	1.798707422	1.673501299	1.579880344	1.625987063	1.479454803	1.753591711	1.590861814	1.645312118
AHSA1	0.675877154	0.80486843	0.705230177	0.764665801	0.70161827	0.695181986	0.787626963	0.800029412	0.800206888	0.734044749	0.775331749
AHSG	-0.139168124	-0.136873043	-0.191218281	-0.095459671	-0.149266772	-0.160651436	-0.137103502	-0.186076589	-0.121878595	-0.190586914	-0.146735054
AHSP	0.043941739	-0.055703933	-0.033198941	-0.089704919	-0.047518357	-0.049598768	-0.014411784	-0.047326567	-0.001112962	0.045505687	0.000822671
AICDA	-0.293336108	-0.226485799	-0.217982354	-0.205228195	-0.245971555	-0.255161099	-0.23879665	-0.266157357	-0.266198545	-0.317290152	-0.218223492
AIF1	-0.07968257	-0.100908294	-0.081499778	-0.062546208	-0.112283793	-0.08654353	-0.076984536	-0.072331401	-0.10655641	-0.084088302	-0.106123005
AIFM1	0.503178315	0.50083334	0.429604596	0.456361899	0.445930255	0.551426755	0.420614953	0.499747663	0.390410067	0.424868543	0.454366784
AIM1	1.996225556	1.891111745	2.293946147	2.160793437	2.165537649	1.986343278	2.17775978	2.032626854	2.146252606	2.139668849	2.160787158
AIM1L	0.106447987	0.151331358	0.138679704	0.191400354	0.171837346	0.078308736	0.104821736	0.116080237	0.101422416	0.139912944	0.172510322
AIM2	-0.200066959	-0.152005053	-0.144569412	-0.147650373	-0.107102976	-0.070751344	-0.121522648	-0.151346847	-0.143662134	-0.094198531	-0.166225678
AIMP1	1.053110133	1.02682852	0.933952415	1.004590556	0.937817936	0.965777097	0.964662949	0.956760276	1.02082331	0.96015386	1.108943206
AIMP2	1.026817609	1.163879349	1.074390197	1.041553127	1.002437372	1.039298759	1.041287457	1.131367314	1.123739192	1.093856494	1.132023724
AIP	0.252122291	0.293240883	0.239559094	0.24022564	0.183213368	0.196244853	0.194739821	0.212589533	0.206986665	0.213801766	0.238769071
AIPL1	-0.015055099	0.010710942	-0.085121281	-0.064162701	-0.038925492	-0.164820152	-0.164402315	-0.062795784	-0.124124537	-0.03298863	-0.079507041
AIRE	-0.181949569	-0.152092414	-0.185021985	-0.253303717	-0.155331581	-0.184692283	-0.200810047	-0.179047911	-0.184817448	-0.173175988	-0.163643328
AJAP1	-0.07863093	-0.02551467	-0.085518466	-0.100226596	-0.059726042	-0.058642559	-0.084201121	-0.10301409	-0.09888272	-0.071830533	-0.043039261
AK1	0.512587172	0.394324954	0.420666724	0.348350167	0.450723459	0.301373487	0.372230677	0.387582484	0.340483321	0.242162364	0.340852484
AK2	0.426576488	0.418011613	0.425974766	0.456080753	0.506182065	0.45285297	0.394493452	0.354058243	0.360451041	0.367592293	0.521365748
AK5	-0.167961736	-0.214065373	-0.202131445	-0.084155775	-0.150328259	-0.15086742	-0.216571863	-0.246737145	-0.263457482	-0.184395737	-0.164836261
