	PI3K1	PI3K2	PI3K3	PI3K4	PI3K5	PI3K6	PI3K7	PI3K8
ADRA2B	-0.196060557	-0.169600127	-0.162862254	-0.133041674	-0.149162368	-0.205656976	-0.156464586	-0.136712008
ADRA2C	-0.054702014	-0.002130005	-0.039645547	-0.011456818	-0.053545267	-0.02202888	-0.038251989	-0.019340727
ADRB1	-0.135131048	-0.139077263	-0.121602793	-0.170769249	-0.183334786	-0.142994052	-0.202992029	-0.202097361
ADRB2	0.235907872	0.189028651	0.25287994	0.188727985	0.090556868	0.241789064	0.270693778	0.255408366
ADRB3	-0.060049917	-0.053418865	-0.063777973	-0.043739397	-0.083203995	-0.028019679	-0.025025106	-0.004528142
ADRBK1	0.512584028	0.494757163	0.450069794	0.412306623	0.398995794	0.495873459	0.509666726	0.430731027
ADRBK2	0.004370549	0.036377222	0.013503346	0.008354087	0.002712728	0.054698473	0.005226063	-0.016385149
ADRM1	1.468906421	1.636235364	1.430634469	1.578380249	1.499303974	1.555321514	1.363885161	1.477121763
ADSL	1.155142791	1.251741208	1.096236736	1.320267256	1.143521057	1.190001988	1.098531077	1.142035035
ADSS	0.591147183	0.769043066	0.672550644	0.65774059	0.56272445	0.794392046	0.728474315	0.603826736
AEBP1	-0.03082091	0.022616252	0.036687909	-0.059516035	-0.015258713	0.004151975	0.010813383	0.023539111
AEN	0.317742053	0.434810287	0.406316297	0.404248935	0.445648308	0.399148642	0.35274492	0.379291274
AES	0.820794928	0.884084675	0.840678358	0.973326802	0.92462109	0.873304859	0.81226611	0.821779564
AFAP1	0.396010361	0.399253313	0.366400788	0.37807094	0.344420393	0.386789955	0.371956324	0.313735465
AFF1	-0.074678266	-0.065652623	-0.078998925	-0.095251734	-0.074652146	-0.030899614	-0.066013554	-0.077893854
AFF2	-0.18584011	-0.151813021	-0.185342596	-0.180103662	-0.192444039	-0.207479624	-0.17412176	-0.181110321
AFF3	-0.158196951	-0.139632657	-0.16185645	-0.145740722	-0.13396103	-0.126957888	-0.160148481	-0.163249934
AFF4	0.219745171	0.306111046	0.168047208	0.272952344	0.123688546	0.287799284	0.26988089	0.228543666
AFG3L2	0.32901932	0.336614854	0.280462906	0.306556728	0.322941206	0.398989802	0.23847009	0.335187306
AFM	-0.262614177	-0.206368701	-0.270501247	-0.257943174	-0.199242334	-0.233648944	-0.20555915	-0.210283441
AFP	-0.174118359	-0.140495489	-0.151762417	-0.18296963	-0.178060128	-0.163104663	-0.197280496	-0.190817042
AFTPH	1.516259879	1.658062458	1.605245471	1.563493505	1.596355989	1.573337793	1.425902963	1.611721903
AGA	0.751349556	0.777677248	0.679415874	0.753435651	0.5848242	0.901852667	0.932035344	0.86921509
AGAP1	0.33107292	0.402521279	0.292417881	0.363254616	0.391790652	0.468168702	0.356955556	0.402509406
AGAP2	-0.171337495	-0.149088366	-0.145000125	-0.123954081	-0.12775618	-0.134441223	-0.150714638	-0.152881773
AGBL2	-0.171246726	-0.148573849	-0.121391927	-0.198331169	-0.17395876	-0.14172917	-0.159305844	-0.098505299
AGBL5	0.435968502	0.417983111	0.34624739	0.517237421	0.385354772	0.420549199	0.386452358	0.393337101
AGER	-0.140276039	-0.166863581	-0.118567446	-0.103129861	-0.108487685	-0.137474689	-0.137757719	-0.144815723
AGFG1	0.831940136	0.901405513	0.779797709	0.860507026	0.760620889	0.939820309	0.781993128	0.792371165
AGFG2	-0.14085688	-0.134331924	-0.092357525	-0.109030289	-0.124171795	-0.115559032	-0.142958694	-0.120726252
AGGF1	0.738706908	0.838914472	0.709261842	0.755079143	0.68336055	0.836857538	0.725969871	0.710416933
AGK	0.72955277	0.881546881	0.722175465	0.865289809	0.693666825	0.837875099	0.784136513	0.738402246
AGL	0.567231887	0.592145085	0.541783772	0.463137363	0.517752243	0.726844877	0.584482753	0.487080179
AGPAT1	0.513783911	0.419456599	0.404756167	0.39267769	0.403882468	0.46502176	0.497538148	0.44021459
AGPAT2	0.998959331	0.857978366	0.916302484	0.765377026	0.782418684	0.961247147	1.154133875	0.809490713
AGPAT3	0.189684578	0.221406291	0.164634299	0.199220258	0.027155722	0.315204715	0.316805194	0.216320774
AGPAT4	0.411070845	0.307614001	0.296419487	0.320122783	0.324998758	0.471558866	0.419068629	0.392056241
AGPAT5	1.505266072	1.711041254	1.584938644	1.600177498	1.471285044	1.788316611	1.682645841	1.697963813
AGPS	0.583765493	0.68392038	0.57183652	0.719519711	0.486691691	0.711851746	0.639450313	0.545142528
AGR2	-0.178227631	-0.0387251	-0.137942365	-0.123050823	-0.131537517	-0.029593858	-0.074825701	-0.049970589
AGRN	0.956987144	0.993156374	0.989677337	0.935105638	1.007709723	1.030202036	1.043616577	0.98339409
AGRP	-0.291893611	-0.226470986	-0.366990784	-0.198278848	-0.250593521	-0.211527808	-0.224415704	-0.245768418
AGT	-0.148540299	-0.088667394	-0.102406633	-0.101682223	-0.111676941	-0.121338556	-0.093899333	-0.129975237
AGTPBP1	0.269893686	0.2889262	0.221344611	0.249034577	0.274461647	0.258459295	0.19849928	0.19785491
AGTR1	-0.177071002	-0.175765213	-0.16060259	-0.171133414	-0.161421195	-0.16448726	-0.166357303	-0.172749073
AGTR2	-0.198689815	-0.158110559	-0.151934864	-0.219135395	-0.197651408	-0.159146785	-0.174864264	-0.173936504
AGXT	-0.194062996	-0.146511426	-0.171613025	-0.161724934	-0.149440528	-0.153672564	-0.227466508	-0.198965312
AGXT2L1	-0.248915987	-0.226553954	-0.166832715	-0.222051014	-0.216169683	-0.249906528	-0.252004402	-0.238878253
AHCTF1	0.819283128	0.843014141	0.851344725	0.781310678	0.857509395	0.913131317	0.830891063	0.769438008
AHCY	1.303913543	1.34691755	1.265331795	1.516770641	1.492147456	1.285776844	1.316986332	1.303617467
AHCYL1	1.383307996	1.438750472	1.3905623	1.401288237	1.458411008	1.424768603	1.396582725	1.341585542
AHCYL2	0.362866113	0.457493103	0.411908227	0.457821305	0.268063409	0.416784275	0.324837329	0.32951182
AHDC1	0.501114385	0.436441196	0.332070302	0.362932635	0.480145324	0.448511375	0.437836485	0.44625408
AHI1	0.073945387	0.090462504	0.054249221	0.080948363	0.115277537	0.091150715	0.04278395	0.095650718
AHNAK	1.389844003	1.256791353	1.290675884	1.258084687	1.430320913	1.372798336	1.375942593	1.339729817
AHNAK2	2.027856774	1.582897491	1.738733066	1.647963451	1.965174953	1.823429015	2.088251538	1.914764656
AHR	1.472424994	1.412894282	1.435219257	1.49859314	1.39038079	1.442847163	1.627358291	1.508930799
AHSA1	1.144671276	1.227783374	1.099386412	1.207104629	1.202677257	1.191052549	1.107692122	1.065392189
AHSG	-0.138648852	-0.093655994	-0.092788147	-0.122474783	-0.108621722	-0.085979464	-0.110445858	-0.125586222
AHSP	-0.055965864	-0.062165569	0.00645282	-0.07766479	-0.104799472	-0.029883107	-0.034605791	-0.000853201
AICDA	-0.25524968	-0.226790882	-0.225205494	-0.221929325	-0.151858762	-0.222275643	-0.230366121	-0.264529034
AIF1	-0.088716137	-0.057606078	-0.076561234	-0.083575481	-0.101605934	-0.062484663	-0.05054856	-0.015922612
AIFM1	0.703277353	0.70558314	0.678293738	0.787364498	0.641144082	0.728009801	0.693653488	0.787053812
AIM1	1.756194671	1.733560085	1.804197417	1.766205026	1.818079233	1.782329268	1.716615746	1.812905557
AIM1L	0.129279301	0.120403844	0.134733398	0.081099582	0.095105798	0.141894861	0.096324594	0.116681909
AIM2	-0.161821691	-0.136639192	-0.146334632	-0.163737912	-0.151272865	-0.101708764	-0.147635211	-0.180435
AIMP1	1.006229934	1.028992879	0.932662876	1.024706058	0.84526878	1.041069825	1.002197219	0.971628671
AIMP2	1.345785374	1.556683744	1.416946704	1.457957881	1.356735952	1.549107962	1.40263685	1.372282226
AIP	0.593416656	0.537044351	0.514286772	0.473691816	0.560119541	0.512492277	0.526943655	0.51008972
AIPL1	-0.109570439	-0.092603418	-0.037035796	-0.037800279	-0.149143212	-0.078686628	-0.094333609	-0.102123628
AIRE	-0.207680547	-0.204832525	-0.191606431	-0.146906489	-0.151039257	-0.128027197	-0.085205771	-0.112750902
AJAP1	-0.073567371	-0.056671676	-0.09874479	-0.058425982	-0.068087488	-0.032519218	-0.065910143	-0.03202762
AK1	0.58860247	0.602822412	0.529665919	0.589355425	0.592060641	0.552028443	0.546309895	0.558955453
AK2	0.299097211	0.396091909	0.249657877	0.291969313	0.220142602	0.376382593	0.309702784	0.241281748
AK5	-0.118792038	-0.145256603	-0.159808564	-0.108207205	-0.176555957	-0.128712914	-0.201869869	-0.161169972
AKAP1	0.974474222	0.958574764	0.838493411	0.878139333	0.90662189	1.101543125	1.077086187	1.012913477
AKAP10	0.228099515	0.318643237	0.190656248	0.183360555	0.167904333	0.258621429	0.216492178	0.145334856
AKAP11	1.031545616	1.113381311	0.975177494	0.98469792	0.986090756	1.12333717	1.131532331	0.936531146
AKAP12	1.279348816	1.350500923	1.197112751	1.229615652	1.165843896	1.406983639	1.306986549	1.258970005
AKAP13	0.59065251	0.485939748	0.512519847	0.488595685	0.624439419	0.568909956	0.555004228	0.569491956
AKAP3	-0.165307857	-0.106188191	-0.12394296	-0.091771646	-0.125834959	-0.109573067	-0.131851942	-0.127892878
AKAP4	-0.077145147	-0.075276213	0.009205127	-0.104220324	-0.102241927	-0.126379489	-0.022325013	-0.080129305
AKAP5	-0.127176868	-0.158571227	-0.169204083	-0.082856408	-0.174232991	-0.155094236	-0.133363374	-0.13903113
AKAP6	-0.173639236	-0.163098971	-0.146023539	-0.101212458	-0.152096109	-0.155911557	-0.144906158	-0.143713172
AKAP7	0.002832322	0.064190994	0.029556591	0.029692383	-0.002734332	0.090885873	0.086700943	0.030935775
AKAP8	0.396820071	0.323859758	0.298284421	0.296917697	0.274648142	0.337401916	0.327657096	0.269434145
AKAP8L	0.804312945	0.959105614	0.73827118	0.771976714	0.780834066	0.873105306	0.821896133	0.810682204
AKAP9	1.356392644	1.230315141	1.298526161	1.167747088	1.307267003	1.332457133	1.395845018	1.311194785
AKIP1	0.869179185	0.990695148	0.796822497	0.954513097	0.773705763	0.911369815	0.851035567	0.840868382
AKIRIN1	0.812406555	0.923794323	0.822493695	0.823307192	0.856880431	0.888286398	0.732111609	0.767425511
AKR1A1	1.403517038	1.43143098	1.393864967	1.453226641	1.430067494	1.384029113	1.327677209	1.320586838
AKR1B1	1.900576234	1.885689974	1.894225836	2.180117846	2.203768969	2.004881382	2.067260981	2.042568922
AKR1B10	-0.152801975	-0.152068958	-0.215007573	-0.110128475	-0.227770358	-0.221944079	-0.183913045	-0.199272707
AKR1C1	0.30287113	0.102965741	0.414275512	0.254856217	0.35227535	0.296879001	0.190468166	0.201877989
AKR1C2	1.614510953	1.270388365	1.321264625	1.395222485	1.682540238	1.398341417	1.524867952	1.498083531
AKR1C3	1.245665623	1.073570006	1.170349501	1.226295715	1.251759527	1.068495239	1.191789639	1.206408612
AKR1C4	-0.017107866	-0.005192342	-0.014050097	0.029216422	0.057337111	-0.033829073	0.008769445	-0.007635739
AKR1D1	-0.197241246	-0.124922943	-0.126027912	-0.173640623	-0.104469452	-0.032184324	-0.137753105	-0.157255196
AKR7A2	0.865809118	0.988165239	0.860685071	0.912151928	0.794716654	0.922806805	0.880357018	0.702131097
AKR7A3	-0.054349589	-0.019376852	-0.098851294	0.023020411	-0.061372462	-0.066698284	-0.057185193	-0.095166934
AKT1	0.676243716	0.696765871	0.605306426	0.762228229	0.687544452	0.643463036	0.641747307	0.57244332
AKT2	0.026822451	0.083759207	0.024132049	0.074022591	0.047411422	0.088870296	0.011405439	0.034940577
AKT3	-0.003694063	0.049059835	0.006708585	-0.001234118	-0.030752412	0.056218026	-0.007723089	0.058410443
AKTIP	1.05018123	1.263546705	1.245924493	1.233422736	1.03894184	1.266739666	1.078589559	1.050883303
ALAD	0.123173302	0.174268682	0.09741636	0.181294799	0.132799016	0.160691466	0.177668671	0.177350197
ALAS1	0.930872767	1.065629111	0.885522827	0.987838893	0.947943096	0.965595932	0.952687828	0.926483595
ALAS2	0.039585108	-0.051920089	-0.05401256	0.019510074	-0.059294394	-0.08861661	-0.044419209	-0.056978539
ALB	-0.204585542	-0.212276196	-0.207683696	-0.179238784	-0.265027302	-0.223250558	-0.218576538	-0.151830001
ALCAM	2.183691296	2.063686331	2.194942143	2.063902408	2.17764621	2.164016972	2.161362244	2.246043464
ALDH18A1	1.282072417	1.410754065	1.278992402	1.380063507	1.416164809	1.4468503	1.392334097	1.327794857
ALDH1A1	-0.2035448	-0.129438501	-0.274737789	-0.172430838	-0.134372425	-0.16199167	-0.171710159	-0.138121449
ALDH1A2	-0.208476767	-0.142082007	-0.18912079	-0.206184098	-0.146055236	-0.16992552	-0.193757653	-0.160154645
ALDH1A3	2.278394202	2.263832269	2.300328986	2.25960703	2.392948995	2.255512758	2.216280245	2.236155113
ALDH1B1	0.39504016	0.480429501	0.361261013	0.39985632	0.334543346	0.480208649	0.361208365	0.431747432
ALDH1L1	-0.166325907	-0.159973845	-0.199723908	-0.150962226	-0.181921932	-0.150346613	-0.176475431	-0.181645979
ALDH2	-0.057981749	0.02996086	-0.028272118	-0.053236317	-0.076393305	-0.042064378	0.020112259	-0.05774644
ALDH3A1	0.157336574	0.087307723	6.989e-05	0.176911562	0.221528233	0.137512846	0.174716889	0.156199649
ALDH3A2	1.17759181	1.155888774	1.144391867	1.198493495	1.199371471	1.146880089	1.191396667	1.107816286
ALDH3B1	0.10889193	0.0806961	0.097009204	0.106988279	0.093566375	0.077958423	0.13192539	0.056736568
ALDH3B2	0.080033279	0.081215679	0.074274809	0.039674616	0.152789574	0.066020975	0.101541765	0.09301071
ALDH4A1	0.258105527	0.288660948	0.24363846	0.297201649	0.334838199	0.271225279	0.30060116	0.275909067
ALDH5A1	-0.0677819	-0.051621757	-0.112897525	-0.046181532	-0.026943761	-0.0317803	-0.085520604	-0.094726921
ALDH6A1	0.834503256	0.923523098	0.877898585	0.897695271	0.786519421	0.845932946	0.787204424	0.812139748
ALDH7A1	0.262839006	0.245085679	0.254353856	0.26717202	0.252466795	0.213113735	0.2478824	0.223071398
ALDH8A1	-0.070907145	-0.071958793	-0.091006275	-0.047728681	-0.021399484	-0.09127977	-0.012967945	-0.082999585
ALDH9A1	1.685715589	1.819711447	1.812061094	1.862751034	1.762510627	1.75731958	1.77811869	1.762137085
ALDOA	3.367958355	3.339886284	3.428849721	3.531255627	3.641716432	3.246839905	3.278420472	3.340595222
ALDOB	-0.175079894	-0.150188393	-0.171110553	-0.12943995	-0.152772912	-0.132286016	-0.135615667	-0.16570495
ALDOC	0.802468088	0.880678536	0.881535855	0.859607839	0.79002433	0.895822369	0.770984991	0.75066327
ALG12	0.458468292	0.376415277	0.306125545	0.348724873	0.290215587	0.446370444	0.455683266	0.405211757
ALG13	0.295839682	0.294134373	0.200515075	0.19298787	0.208306608	0.320284075	0.287459971	0.179596259
ALG3	0.806773509	0.733510008	0.623971705	0.686158399	0.599516086	0.940116505	0.919492443	0.846162707
ALG5	1.451018191	1.521448248	1.418281383	1.42150919	1.283469266	1.711289538	1.62606334	1.560576836
ALG6	0.574907836	0.633062482	0.526973556	0.541441731	0.529461208	0.751187371	0.726829611	0.620931864
ALG8	1.014586862	1.219351415	0.987709843	1.086263936	0.902329676	1.271613356	1.246027201	1.193444714
ALG9	0.990907507	1.032146403	0.936640603	0.922615652	0.934808359	1.171805109	1.112166933	1.136221
ALK	-0.099829921	-0.064988666	-0.082003243	-0.120239255	-0.092609285	-0.084189227	-0.059609963	-0.105406482
ALKBH1	0.846052999	1.001519651	0.873046291	0.959854147	0.892408907	0.946134105	0.879120645	0.86071809
ALKBH4	0.07934081	0.064019526	0.030108316	0.030601963	0.0381724	0.007309519	0.078237567	-0.021883361
ALLC	-0.085558586	-0.061739962	-0.149899259	-0.066550892	-0.134450166	-0.06572073	-0.164899442	-0.124153674
ALMS1	-0.019421842	-0.026787974	-0.008910044	-0.053729827	-0.034178887	0.033245242	0.00179957	-0.061667371
ALOX12	-0.142426547	-0.085527471	-0.142513347	-0.077289028	-0.092558607	-0.13437677	-0.144443956	-0.169005847
ALOX12B	0.028854479	0.013049814	-0.018213342	-0.016070452	-0.022295185	0.038188181	0.00726747	0.027613246
ALOX12P2	-0.010121214	-0.016437399	0.011062271	0.004242102	0.042310869	0.018662562	0.048043422	-0.004660671
ALOX15	-0.064359995	-0.086000537	-0.107434461	-0.101437767	-0.121175889	-0.044724938	-0.16926849	-0.119582261
ALOX15B	0.708154325	0.690590866	0.67190747	0.654783726	0.546382926	0.655946717	0.607476547	0.630622934
ALOX5	-0.086723994	-0.071271087	-0.082263023	-0.074730421	-0.110630185	-0.074617805	-0.122962266	-0.118004746
ALOX5AP	-0.137332946	-0.047516957	-0.143555465	-0.158291547	-0.166521009	-0.171455996	-0.142341491	-0.152701495
ALOXE3	0.035188104	0.017581382	-0.027025336	-0.007909619	-0.007278639	0.087045592	0.020117755	-0.021988155
ALPI	-0.294859234	-0.24259774	-0.23524338	-0.202153869	-0.257362245	-0.19195861	-0.214107566	-0.267640847
ALPK3	-0.131104964	-0.093292494	-0.010549314	-0.121722721	-0.072763012	-0.121619989	-0.085049483	-0.111174655
ALPL	-0.121132082	-0.140944184	-0.109452902	-0.089904154	-0.103286808	-0.093847755	-0.145414251	-0.161597717
ALPP	-0.221819219	-0.283992019	-0.230848994	-0.233775759	-0.158761994	-0.162103293	-0.205722436	-0.241802938
ALPPL2	-0.098904071	-0.094598591	-0.012309911	-0.057248878	-0.124891127	-0.110665062	-0.013397262	-0.04101926
ALS2CL	0.904622826	0.694527024	0.629960898	0.556460129	0.641365032	0.746309846	0.921634449	0.73068233
ALS2CR8	-0.009297829	-0.070348735	-0.149589779	-0.156342287	-0.029362183	-0.062624836	-0.069956957	-0.04605224
ALX1	-0.074820583	-0.076543471	0.012454848	-0.087786182	-0.034431578	-0.020607118	0.003693196	-0.041035977
ALX3	-0.146242331	-0.147146215	-0.132042987	-0.094786682	-0.119909992	-0.124682682	-0.159041922	-0.108844797
ALX4	-0.323228559	-0.197862034	-0.250785447	-0.156761506	-0.269444528	-0.172874269	-0.192470398	-0.235610812
AMACR	-0.04081719	0.00717589	-0.025807225	0.00645104	-0.036506617	-0.001545093	-0.038279382	-0.045441162
AMBN	-0.106963388	-0.098609145	-0.013706432	-0.112688231	-0.113604138	-0.06138933	-0.071389543	-0.03617491
AMBP	-0.145121726	-0.059600489	-0.094585588	-0.098700014	-0.090977807	-0.107058937	-0.087089603	-0.070398661
AMBRA1	0.201227481	0.148768118	0.107623584	0.097843478	0.150172652	0.184590548	0.140108087	0.164857365
AMD1	1.276866247	1.402107616	1.189383706	1.311788539	1.10336109	1.290127417	1.330895146	1.196122587
AMDHD2	0.052565575	0.041686878	0.044170688	0.057254912	0.00790197	0.018940881	0.051029297	0.084337763
AMELX	-0.156883852	-0.194483341	-0.06685293	-0.134586778	-0.182063465	-0.184743475	-0.247323982	-0.1989199
AMELY	-0.266359428	-0.233560853	-0.228915037	-0.208065418	-0.148522341	-0.180787941	-0.16224221	-0.120934968
AMFR	0.454069558	0.485466937	0.377461136	0.420518292	0.365013321	0.671688871	0.530819083	0.523159887
AMH	-0.051859483	-0.025562342	-0.003221294	-0.023627706	-0.053631181	-0.028648616	-0.061355847	-0.055056906
AMHR2	-0.13141777	-0.133335937	-0.134593996	-0.161290108	-0.15989715	-0.136625245	-0.075857392	-0.190722918
AMIGO2	2.775844157	2.692911238	2.652314931	2.657961726	2.530000702	2.800224453	2.774440259	2.769545645
AMMECR1	0.890474889	0.970767339	0.809365304	0.910166432	0.822598115	0.961353646	0.940726426	0.89145966
AMOT	0.616846859	0.976167202	0.694519401	0.859619439	0.847835422	0.783351302	0.746075511	0.888778627
AMOTL2	2.05661373	1.798328121	1.883862674	1.855135845	1.89221502	2.013427145	1.909077644	1.997394608
AMPD1	-0.114244877	-0.110057357	-0.047236402	-0.048044576	-0.093445569	-0.08475854	-0.145047844	-0.0579226
AMPD2	0.350444492	0.373762947	0.294285688	0.291103325	0.294094552	0.389199235	0.361660398	0.284985762
AMPD3	0.139742156	0.142393956	0.119857994	0.056750978	0.109307532	0.135510807	0.093944318	0.107843704
AMPH	-0.19663029	-0.177585838	-0.109049769	-0.178844144	-0.180621403	-0.152826753	-0.17385544	-0.117835317
AMT	0.362607246	0.108296754	0.160128252	0.042447092	0.106349614	0.188854031	0.322618002	0.101781303
AMZ2	1.178771485	1.327255858	1.209768519	1.416016851	1.183404881	1.256635808	1.16161002	1.216423448
ANAPC10	0.757821198	1.03945793	0.831059176	0.826550884	0.719692699	1.024197663	0.67927536	0.841724357
ANAPC13	1.244669861	1.416009399	1.253804425	1.364639905	1.186537802	1.32457261	1.241422461	1.196310136
ANAPC2	0.458821886	0.253885252	0.254033736	0.244201161	0.325895276	0.268135024	0.328135269	0.253736644
ANAPC5	1.117336579	1.222736856	1.092347549	1.17811943	1.047224152	1.221462549	1.101876687	1.142341726
ANG	0.699603435	0.574969184	0.467572568	0.623359078	0.700389859	0.622997583	0.709006477	0.666809725
ANGEL1	0.418704344	0.3939374	0.352064477	0.358156267	0.350938673	0.432761488	0.390022969	0.401240915
ANGEL2	0.436951874	0.40777455	0.328343903	0.309006224	0.269682426	0.495008245	0.380095915	0.358875314
ANGPT1	-0.11169501	-0.116816836	-0.102574821	-0.108871846	-0.132069002	-0.126214732	-0.132027557	-0.119646758
